Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NC_000962.3	4149591	4149911		minus	hypothetical protein		885222	protein-coding			NP_218223.1	hypothetical protein	106	Rv3706c
NC_000962.3	4150030	4151040		minus	hypothetical protein		885587	protein-coding			NP_218224.1	hypothetical protein	336	Rv3707c
NC_000962.3	4151180	4152217		minus	aspartate-semialdehyde dehydrogenase	asd	885118	protein-coding			NP_218225.1	aspartate-semialdehyde dehydrogenase	345	Rv3708c
NC_000962.3	4152218	4153483		minus	aspartokinase	ask	885223	protein-coding			NP_218226.1	aspartokinase	421	Rv3709c
NC_000962.3	4153740	4155674		plus	2-isopropylmalate synthase	leuA	885092	protein-coding			NP_218227.3	2-isopropylmalate synthase	644	Rv3710
NC_000962.3	4155740	4156729		minus	DNA polymerase III subunit epsilon	dnaQ	885088	protein-coding			NP_218228.1	DNA polymerase III subunit epsilon	329	Rv3711c
NC_000962.3	4156981	4158222		plus	ligase		885228	protein-coding			NP_218229.1	ligase	413	Rv3712
NC_000962.3	4158227	4158922		plus	cobyric acid synthase CobQ	cobQ2	885584	protein-coding			NP_218230.1	cobyric acid synthase CobQ	231	Rv3713
NC_000962.3	4158931	4159821		minus	hypothetical protein		885456	protein-coding			NP_218231.1	hypothetical protein	296	Rv3714c
NC_000962.3	4159889	4160500		minus	recombination protein RecR	recR	885307	protein-coding			NP_218232.1	recombination protein RecR	203	Rv3715c
NC_000962.3	4160512	4160913		minus	hypothetical protein		885595	protein-coding			NP_218233.1	hypothetical protein	133	Rv3716c
NC_000962.3	4161048	4161773		plus	hypothetical protein		885602	protein-coding			NP_218234.1	hypothetical protein	241	Rv3717
NC_000962.3	4161815	4162258		minus	hypothetical protein		885582	protein-coding			NP_218235.1	hypothetical protein	147	Rv3718c
NC_000962.3	4162306	4163718		plus	hypothetical protein		885855	protein-coding			NP_218236.1	hypothetical protein	470	Rv3719
NC_000962.3	4163736	4164998		plus	fatty acid synthase		885219	protein-coding			NP_218237.3	fatty acid synthase	420	Rv3720
NC_000962.3	4164995	4166731		minus	DNA polymerase III subunit gamma/tau	dnaZX	885361	protein-coding			NP_218238.1	DNA polymerase III subunit gamma/tau	578	Rv3721c
NC_000962.3	4166821	4168128		minus	hypothetical protein		885321	protein-coding			NP_218239.2	hypothetical protein	435	Rv3722c
NC_000962.3	4168154	4168281		minus	Possible 4.5S RNA in signal recognition particle (small cytoplasmic RNA) (SC-RNA)	C8	14515877	ncRNA						RVnc0006
NC_000962.3	4168345	4168430		plus	tRNA-Ser	serV	2700443	tRNA						Rvnt41
NC_000962.3	4168536	4169300		plus	transmembrane protein		885791	protein-coding			NP_218240.1	transmembrane protein	254	Rv3723
NC_000962.3	4170214	4171143		plus	oxidoreductase		885887	protein-coding			NP_218242.1	oxidoreductase	309	Rv3725
NC_000962.3	4171421	4172614		plus	dehydrogenase		885801	protein-coding			NP_218243.1	dehydrogenase	397	Rv3726
NC_000962.3	4172955	4174763		plus	oxidoreductase		885766	protein-coding			NP_218244.1	oxidoreductase	602	Rv3727
NC_000962.3	4174873	4178070		plus	membrane protein		885271	protein-coding			NP_218245.1	membrane protein	1065	Rv3728
NC_000962.3	4178285	4180615		plus	transferase		885706	protein-coding			NP_218246.1	transferase	776	Rv3729
NC_000962.3	4180680	4181720		minus	hypothetical protein		885201	protein-coding			NP_218247.1	hypothetical protein	346	Rv3730c
NC_000962.3	4181758	4182834		plus	DNA ligase C	ligC	885771	protein-coding			NP_218248.1	DNA ligase C	358	Rv3731
NC_000962.3	4182934	4183992		plus	hypothetical protein		885795	protein-coding			NP_218249.1	hypothetical protein	352	Rv3732
NC_000962.3	4184012	4184512		minus	hypothetical protein		885721	protein-coding			NP_218250.1	hypothetical protein	166	Rv3733c
NC_000962.3	4184526	4185890		minus	diacyglycerol O-acyltransferase	tgs2	885335	protein-coding			NP_218251.1	diacyglycerol O-acyltransferase	454	Rv3734c
NC_000962.3	4186089	4186577		plus	hypothetical protein		885318	protein-coding			NP_218252.1	hypothetical protein	162	Rv3735
NC_000962.3	4186634	4187695		plus	AraC/XylS family transcriptional regulator		885389	protein-coding			NP_218253.1	AraC/XylS family transcriptional regulator	353	Rv3736
NC_000962.3	4187699	4189288		plus	transmembrane protein		885794	protein-coding			NP_218254.1	transmembrane protein	529	Rv3737
NC_000962.3	4189285	4190232		minus	PPE family protein PPE66	PPE66	886262	protein-coding			YP_178009.1	PPE family protein PPE66	315	Rv3738c
NC_000962.3	4190284	4190517		minus	PPE family protein PPE67	PPE67	886257	protein-coding			YP_178010.1	PPE family protein PPE67	77	Rv3739c
NC_000962.3	4190833	4192179		minus	diacyglycerol O-acyltransferase		885781	protein-coding			NP_218257.1	diacyglycerol O-acyltransferase	448	Rv3740c
NC_000962.3	4192179	4192853		minus	oxidoreductase		885129	protein-coding			NP_218258.1	oxidoreductase	224	Rv3741c
NC_000962.3	4192850	4193245		minus	oxidoreductase		885263	protein-coding			NP_218259.1	oxidoreductase	131	Rv3742c
NC_000962.3	4193391	4195373		minus	cation transporter ATPase J	ctpJ	885106	protein-coding			NP_218260.1	cation transporter ATPase J	660	Rv3743c
NC_000962.3	4195440	4195802		plus	HTH-type transcriptional regulator NmtR	nmtR	885418	protein-coding			NP_218261.1	HTH-type transcriptional regulator NmtR	120	Rv3744
NC_000962.3	4195886	4196098		minus	hypothetical protein		885597	protein-coding			NP_218262.1	hypothetical protein	70	Rv3745c
NC_000962.3	4196171	4196506		minus	PE family protein PE34	PE34	885764	protein-coding			YP_178011.1	PE family protein PE34	111	Rv3746c
NC_000962.3	4196724	4197107		plus	hypothetical protein		885778	protein-coding			NP_218264.1	hypothetical protein	127	Rv3747
NC_000962.3	4197236	4197595		plus	hypothetical protein		885776	protein-coding			NP_218265.1	hypothetical protein	119	Rv3748
NC_000962.3	4197628	4198137		minus	hypothetical protein		885384	protein-coding			NP_218266.1	hypothetical protein	169	Rv3749c
NC_000962.3	4198205	4198597		minus	excisionase		885807	protein-coding			NP_218267.1	excisionase	130	Rv3750c
NC_000962.3	4199131	4199217		minus	tRNA-Ser	serX	2700471	tRNA						Rvnt42
NC_000962.3	4199247	4199705		minus	cytidine/deoxycytidylate deaminase		885586	protein-coding			NP_218269.1	cytidine/deoxycytidylate deaminase	152	Rv3752c
NC_000962.3	4199721	4200221		minus	hypothetical protein		885505	protein-coding			NP_218270.3	hypothetical protein	166	Rv3753c
NC_000962.3	4200421	4201326		plus	prephenate dehydrogenase TyrA	tyrA	885559	protein-coding			NP_218271.3	prephenate dehydrogenase TyrA	301	Rv3754
NC_000962.3	4201289	4201888		minus	hypothetical protein		885298	protein-coding			NP_218272.1	hypothetical protein	199	Rv3755c
NC_000962.3	4201894	4202613		minus	glycine betaine/carnitine/choline/L-proline ABC transporter permease ProZ	proZ	885534	protein-coding			NP_218273.1	glycine betaine/carnitine/choline/L-proline ABC transporter permease ProZ	239	Rv3756c
NC_000962.3	4202610	4203299		minus	glycine betaine/carnitine/choline/L-proline ABC transporter permease ProW	proW	885581	protein-coding			NP_218274.1	glycine betaine/carnitine/choline/L-proline ABC transporter permease ProW	229	Rv3757c
NC_000962.3	4203287	4204417		minus	glycine betaine/carnitine/choline/L-proline ABC transporter ATP-binding protein ProV	proV	886293	protein-coding			NP_218275.1	glycine betaine/carnitine/choline/L-proline ABC transporter ATP-binding protein ProV	376	Rv3758c
NC_000962.3	4204426	4205373		minus	glycine betaine/carnitine/choline/L-proline ABC transporter substrate-binding lipoprotein ProX	proX	886270	protein-coding			NP_218276.1	glycine betaine/carnitine/choline/L-proline ABC transporter substrate-binding lipoprotein ProX	315	Rv3759c
NC_000962.3	4205538	4205840		plus	membrane protein		886093	protein-coding			NP_218277.1	membrane protein	100	Rv3760
NC_000962.3	4205862	4206917		minus	acyl-CoA dehydrogenase FadE36	fadE36	886098	protein-coding			NP_218278.1	acyl-CoA dehydrogenase FadE36	351	Rv3761c
NC_000962.3	4206996	4208876		minus	hydrolase		886096	protein-coding			NP_218279.1	hydrolase	626	Rv3762c
NC_000962.3	4209047	4209526		plus	lipoprotein LpqH	lpqH	886097	protein-coding			NP_218280.1	lipoprotein LpqH	159	Rv3763
NC_000962.3	4209582	4211009		minus	two component sensor kinase TcrY	tcrY	886094	protein-coding			NP_218281.1	two component sensor kinase TcrY	475	Rv3764c
NC_000962.3	4211080	4211784		minus	two component transcriptional regulator TcrX	tcrX	886100	protein-coding			NP_218282.1	two component transcriptional regulator TcrX	234	Rv3765c
NC_000962.3	4212293	4212982		plus	hypothetical protein		886099	protein-coding			NP_218283.1	hypothetical protein	229	Rv3766
NC_000962.3	4212996	4213940		minus	S-adenosylmethionine-dependent methyltransferase		886101	protein-coding			NP_218284.1	S-adenosylmethionine-dependent methyltransferase	314	Rv3767c
NC_000962.3	4214070	4214429		plus	hypothetical protein		886102	protein-coding			NP_218285.1	hypothetical protein	119	Rv3768
NC_000962.3	4214615	4214887		plus	hypothetical protein		885239	protein-coding			NP_218286.1	hypothetical protein	90	Rv3769
NC_000962.3	4215200	4215775		minus	hypothetical protein		886104	protein-coding			NP_218287.1	hypothetical protein	191	Rv3770c
NC_000962.3	4216404	4216730		minus	hypothetical protein		886103	protein-coding			NP_218288.1	hypothetical protein	108	Rv3771c
NC_000962.3	4216865	4216937		minus	tRNA-Arg	argU	2700457	tRNA						Rvnt43
NC_000962.3	4216968	4217056		minus	tRNA-Ser	serT	2700421	tRNA						Rvnt44
NC_000962.3	4217134	4218195		plus	histidinol-phosphate aminotransferase	hisC2	886105	protein-coding			NP_218289.1	histidinol-phosphate aminotransferase	353	Rv3772
NC_000962.3	4218241	4218825		minus	hypothetical protein		886095	protein-coding			NP_218290.1	hypothetical protein	194	Rv3773c
NC_000962.3	4218849	4219673		plus	enoyl-CoA hydratase EchA21	echA21	886106	protein-coding			NP_218291.1	enoyl-CoA hydratase EchA21	274	Rv3774
NC_000962.3	4219685	4220932		plus	lipase LipE	lipE	886269	protein-coding			NP_218292.1	lipase LipE	415	Rv3775
NC_000962.3	4221089	4222648		plus	hypothetical protein		888953	protein-coding			NP_218293.1	hypothetical protein	519	Rv3776
NC_000962.3	4222581	4222667		minus	tRNA-Ser	serU	2700428	tRNA						Rvnt45
NC_000962.3	4222694	4223680		plus	oxidoreductase		886110	protein-coding			NP_218294.1	oxidoreductase	328	Rv3777
NC_000962.3	4223699	4224895		minus	aminotransferase		886116	protein-coding			NP_218295.1	aminotransferase	398	Rv3778c
NC_000962.3	4224985	4226985		plus	transmembrane protein		886107	protein-coding			NP_218296.1	transmembrane protein	666	Rv3779
NC_000962.3	4226989	4227525		plus	hypothetical protein		886115	protein-coding			NP_218297.1	hypothetical protein	178	Rv3780
NC_000962.3	4227529	4228350		plus	O-antigen/lipopolysaccharide ABC transporter ATP-binding protein RfbE	rfbE	886113	protein-coding			NP_218298.1	O-antigen/lipopolysaccharide ABC transporter ATP-binding protein RfbE	273	Rv3781
NC_000962.3	4228347	4229261		plus	galactofuranosyl transferase GlfT	glfT1	886114	protein-coding			YP_178014.1	galactofuranosyl transferase GlfT	304	Rv3782
NC_000962.3	4229258	4230100		plus	O-antigen/lipopolysaccharide ABC transporter permease RfbD	rfbD	886111	protein-coding			NP_218300.1	O-antigen/lipopolysaccharide ABC transporter permease RfbD	280	Rv3783
NC_000962.3	4230256	4231236		plus	dTDP-glucose 4,6-dehydratase		886117	protein-coding			YP_178015.1	dTDP-glucose 4,6-dehydratase	326	Rv3784
NC_000962.3	4231320	4232393		plus	hypothetical protein		886119	protein-coding			NP_218302.1	hypothetical protein	357	Rv3785
NC_000962.3	4232374	4233597		minus	hypothetical protein		886108	protein-coding			NP_218303.1	hypothetical protein	407	Rv3786c
NC_000962.3	4233610	4234536		minus	S-adenosyl-L-methionine-dependent methyltransferase		886118	protein-coding			NP_218304.1	S-adenosyl-L-methionine-dependent methyltransferase	308	Rv3787c
NC_000962.3	4234780	4235265		plus	hypothetical protein		886120	protein-coding			NP_218305.1	hypothetical protein	161	Rv3788
NC_000962.3	4235374	4235739		plus	GtrA family protein		886109	protein-coding			NP_218306.1	GtrA family protein	121	Rv3789
NC_000962.3	4235779	4237164		plus	decaprenylphosphoryl-beta-D-ribose oxidase	dprE1	886125	protein-coding			NP_218307.1	decaprenylphosphoryl-beta-D-ribose oxidase	461	Rv3790
NC_000962.3	4237165	4237929		plus	decaprenylphosphoryl-D-2-keto erythropentose reductase	dprE2	886124	protein-coding			NP_218308.1	decaprenylphosphoryl-D-2-keto erythropentose reductase	254	Rv3791
NC_000962.3	4237932	4239863		plus	arabinofuranosyltransferase	aftA	886127	protein-coding			NP_218309.1	arabinofuranosyltransferase	643	Rv3792
NC_000962.3	4239863	4243147		plus	arabinosyltransferase C	embC	886112	protein-coding			NP_218310.1	arabinosyltransferase C	1094	Rv3793
NC_000962.3	4243233	4246517		plus	arabinosyltransferase A	embA	886123	protein-coding			NP_218311.1	arabinosyltransferase A	1094	Rv3794
NC_000962.3	4246514	4249810		plus	arabinosyltransferase B	embB	886126	protein-coding			NP_218312.1	arabinosyltransferase B	1098	Rv3795
NC_000962.3	4249878	4251005		plus	hypothetical protein		886128	protein-coding			YP_178016.1	hypothetical protein	375	Rv3796
NC_000962.3	4251085	4252866		plus	acyl-CoA dehydrogenase FadE35	fadE35	886122	protein-coding			NP_218314.1	acyl-CoA dehydrogenase FadE35	593	Rv3797
NC_000962.3	4252993	4254327		plus	insertion sequence element IS1557 transposase		886268	protein-coding			NP_218315.1	insertion sequence element IS1557 transposase	444	Rv3798
NC_000962.3	4254380	4255948		minus	propionyl-CoA carboxylase subunit beta AccD	accD4	886131	protein-coding			NP_218316.2	propionyl-CoA carboxylase subunit beta AccD	522	Rv3799c
NC_000962.3	4255945	4261146		minus	polyketide synthase	pks13	886133	protein-coding			NP_218317.1	polyketide synthase	1733	Rv3800c
NC_000962.3	4261153	4263066		minus	long-chain-fatty-acid--AMP ligase FadD32	fadD32	886130	protein-coding			NP_218318.1	long-chain-fatty-acid--AMP ligase FadD32	637	Rv3801c
NC_000962.3	4263355	4264365		minus	membrane protein		886135	protein-coding			NP_218319.1	membrane protein	336	Rv3802c
NC_000962.3	4264563	4265462		minus	MPT51/MPB51 antigen	fbpD	886121	protein-coding			YP_178017.1	MPT51/MPB51 antigen	299	Rv3803c
NC_000962.3	4265642	4266658		minus	diacylglycerol acyltransferase/mycolyltransferase Ag85A	fbpA	886132	protein-coding			NP_218321.1	diacylglycerol acyltransferase/mycolyltransferase Ag85A	338	Rv3804c
NC_000962.3	4266953	4268836		minus	terminal beta-(1->2)-arabinofuranosyltransferase	aftB	886138	protein-coding			NP_218322.1	terminal beta-(1->2)-arabinofuranosyltransferase	627	Rv3805c
NC_000962.3	4268925	4269833		minus	decaprenyl-phosphate phosphoribosyltransferase	ubiA	886129	protein-coding			NP_218323.1	decaprenyl-phosphate phosphoribosyltransferase	302	Rv3806c
NC_000962.3	4269840	4270337		minus	decaprenylphosphoryl-5-phosphoribose phosphatase		886134	protein-coding			NP_218324.1	decaprenylphosphoryl-5-phosphoribose phosphatase	165	Rv3807c
NC_000962.3	4270366	4272279		minus	galactofuranosyl transferase GlfT	glfT2	886136	protein-coding			NP_218325.1	galactofuranosyl transferase GlfT	637	Rv3808c
NC_000962.3	4272276	4273475		minus	UDP-galactopyranose mutase	glf	886142	protein-coding			NP_218326.1	UDP-galactopyranose mutase	399	Rv3809c
NC_000962.3	4273739	4274593		plus	cell surface protein	pirG	886139	protein-coding			NP_218327.1	cell surface protein	284	Rv3810
NC_000962.3	4274798	4276417		plus	hypothetical protein		886137	protein-coding			YP_178018.1	hypothetical protein	539	Rv3811
NC_000962.3	4276571	4278085		plus	PE-PGRS family protein PE_PGRS62	PE_PGRS62	886143	protein-coding			YP_178019.1	PE-PGRS family protein PE_PGRS62	504	Rv3812
NC_000962.3	4278394	4279215		minus	hypothetical protein		886147	protein-coding			NP_218330.1	hypothetical protein	273	Rv3813c
NC_000962.3	4279230	4280015		minus	acyltransferase		886150	protein-coding			NP_218331.1	acyltransferase	261	Rv3814c
NC_000962.3	4280033	4280788		minus	acyltransferase		886149	protein-coding			NP_218332.1	acyltransferase	251	Rv3815c
NC_000962.3	4280792	4281571		minus	acyltransferase		886152	protein-coding			NP_218333.1	acyltransferase	259	Rv3816c
NC_000962.3	4281647	4282402		plus	phosphotransferase		886144	protein-coding			NP_218334.1	phosphotransferase	251	Rv3817
NC_000962.3	4282449	4283999		plus	hypothetical protein		886153	protein-coding			NP_218335.1	hypothetical protein	516	Rv3818
NC_000962.3	4283996	4284331		plus	hypothetical protein		886146	protein-coding			NP_218336.1	hypothetical protein	111	Rv3819
NC_000962.3	4284419	4285825		minus	trehalose-2-sulfate acyltransferase	papA2	886140	protein-coding			YP_178020.1	trehalose-2-sulfate acyltransferase	468	Rv3820c
NC_000962.3	4285973	4286686		plus	integral membrane protein		886141	protein-coding			NP_218338.1	integral membrane protein	237	Rv3821
NC_000962.3	4286721	4287935		plus	hypothetical protein		886155	protein-coding			NP_218339.1	hypothetical protein	404	Rv3822
NC_000962.3	4288260	4291529		minus	integral membrane transport protein MmpL8	mmpL8	886145	protein-coding			NP_218340.1	integral membrane transport protein MmpL8	1089	Rv3823c
NC_000962.3	4291639	4293174		minus	acyltransferase	papA1	886156	protein-coding			NP_218341.1	acyltransferase	511	Rv3824c
NC_000962.3	4293225	4299605		minus	phthioceranic/hydroxyphthioceranic acid synthase	pks2	886148	protein-coding			NP_218342.1	phthioceranic/hydroxyphthioceranic acid synthase	2126	Rv3825c
NC_000962.3	4299812	4301566		plus	long-chain-fatty-acid--CoA ligase FadD23	fadD23	886154	protein-coding			NP_218343.1	long-chain-fatty-acid--CoA ligase FadD23	584	Rv3826
NC_000962.3	4301563	4302789		minus	transposase		886151	protein-coding			NP_218344.1	transposase	408	Rv3827c
NC_000962.3	4302786	4303397		minus	resolvase		886160	protein-coding			NP_218345.1	resolvase	203	Rv3828c
NC_000962.3	4303398	4305008		minus	dehydrogenase		886157	protein-coding			NP_218346.1	dehydrogenase	536	Rv3829c
NC_000962.3	4305056	4305685		minus	TetR family transcriptional regulator		886158	protein-coding			NP_218347.1	TetR family transcriptional regulator	209	Rv3830c
NC_000962.3	4305757	4306239		plus	hypothetical protein		886161	protein-coding			NP_218348.1	hypothetical protein	160	Rv3831
NC_000962.3	4306236	4306811		minus	hypothetical protein		886165	protein-coding			NP_218349.1	hypothetical protein	191	Rv3832c
NC_000962.3	4306867	4307658		plus	AraC family transcriptional regulator		886162	protein-coding			NP_218350.1	AraC family transcriptional regulator	263	Rv3833
